tweet|reason
urun sıkıntı yasamadık ay duzenli olarak odemesi yapıldı saha calısan arkadasla sıkıntı yasadık isim yalancı isi goruldugune baktı onceki turk telekom aboneligini iptal edecegini halledecegini cayma bedelini halledecegini soyledi bırakın dedi bir turkcelle gecersem bluetooth kablosuz kulaklıgın hediye gelecegini soyledi yalan ay olmus turk telekom aboneligimi iptal etmis bir sey fatura isleyip durmus kulaklık geldi mecburiyetten fatura oduyoruz turkcellden soguduk taahhudumuzun gunu geldiginde direkt iptal ettirmeyi dusunuyoruz durumda turkcell yanımızda olmuyor calısanının hatası sucu kabul etmiyor turkcell calısan arkadas isini yapamıyor yeter abone olun bir yok ulasmak mumkun degil isten ayrılmıs bir oldugumuzla kaldık bir suru fatura sayın turkcell mudurlugu ilgilenirse arkadasla sevinirim ad soyad izmir cigli yenimahalle|fatura
superonline fiber tv plus kullanıcısıyım haziran saat itibari internet sıkıntısı yasıyorum musteri hizmetlerini aramama saha hizmetleri birimi randevu olusturmak arayıp ertesi gune randevu olusturabileceklerini soylediler calısan bir aile oldugumuzu saha birimlerinin mesai saati olan saatleri arasında evde olamayacagımızı belirtmemize sorununuza cozum bulmadılar gerekli internet televizyon hizmetini alamıyoruz|network
fiber internetle modemimde olusan arıza ucretli servis talep ettim saat icerisinde donus yapacaklarını soylemelerine ragmen sure saati astı ucuncu gorusmemde saha ekiplerinde oldugu bilgisi verildi aradan iki saat gectikten tekrar aradım sefer ekiplerin saat calıstıklarını soylediler dahası sikayette bulunacagımı soyledigimde sisteme sikayette bulunamayacagımı bayinin atanmadıgını belirttiler durum musteriyi yanıltarak yanlıs bilgi vermek bravo kurumsal turkcell gelip bir dunyanın servis ucretini alırsınız|diğer
turkcell superonline musterisiyim yokken internet baglantım kesildi gundur internet baglantım yok arıza kaydı bırakıyorum gun arayıp bilgi almaya calısıyorum aramıyor bilgi vermiyor amacları nedir anlamıyorum saha ekibi yeniden amerikayı kesfediyor|network
tarihinde internetim teknik arıza kaydı olusturdum musteri hizmetlerini aradıgımda teknik ekibin gun icinde randevu verecegi soylendi teknik ekip randevu olusturulmadı bile musteri hizmetlerini aradıgımda durum tekrar bildirim yapıldı bilgi veriliyor teknik bir arıza oldugunda surec ilgilenmiyor magdur ediliyoruz|diğer
turkcell superonlinedan gun internet baglattık getirilen kutu eski kullanılmıs internette kesintiler oluyor kullanamıyoruz ucretini oduyoruz kullanamadıgımız internet arıyoruz gelip baksınlar diye gelip bakmadan cozume ulastı mesajlar geliyor arıyoruz gun iptal ucretsiz hakkımızı kullanmak istedigimizde bayagı yuksek meblagla kapatılır deniliyor hukuken ucretsiz iptal etme hakkımız var gelip cozume ulastırmıyorlar neyden kaynaklı oldugunu bilmiyorlar baslarından savmaya calısıyorlar bir sey turkcelle yakısıyor mu magduruz sorunu cozun iptal edin an ucreti odedigim hizmeti kullanamıyorum magduriyetimi giderin|network
tarihinde musteri no superonline uzerinden abonelik baslattım hafta gecmesine hala aboneligim baslatılamadı telekom hattı acacak arıza kaydı acıyorlar hattı acmadan arıza kaydını geri kapatıyorlar bir internet aboneligi baslatmak hafta surmemeli|network
superonline teknik ekibi beylikduzu bayii kelimenin anlamıyla yetersiz hizmet anlayısı icinde ulasılabiliyor telefonlara geri donus yapılıyor gundur aradık surekli aynı seyleri tekrar ediyorlar|network
merhaba turkcell superonline internet baglattım evime mbps fiber internet olarak secip baglantılarını yaptırdım evimde kablolu kablosuz yuksek mbps hız alabiliyorum bununla alakalı superonline defalarca gorustum telefondan eve gelerek teknik destek saglayacaklarını soylediler iki islemde cozum uretemediler hala hız dususu yasamaktayım modemimin wifi destekli olması gerektigini kurulum yapılan cihazın wifi destekli oldugunu belirttiler cihazı getirip kuran kendileri wifi destekli modem getirmelerini talep ettigimde ekstra ucret talebiyle karsılasıyorum istinaden internet aboneligimin iptalini talep ettigimde sozlesme suresi oncesi iptal ettigim ucret talep etmekteler hizmet alamayıp bosa para odedigim bir sisteme iptal etmek tekrar para odemek istemiyorum kullanamadıgım bir urune fazla ucret odemek istemiyorum ivedi sekilde sozlesmemin iptalini talep ediyorum|diğer
turkcell calısanları basta musteri hizmetleri teknik ekipler olmak uzere islerin icinde olan herkesi mahkemeye verecegim fiber internet basvurusu telefon uzerinden gorustugum musteri hizmetleri binamızın mbps internet hızını destekledigini soyledi turkcell musteri hizmetlerine guvenerek paketi alıp basvuru yaptım kurulum teknik ekip gunde geldi aramama ragmen adamlar dakika kablo cekmeye useniyor neyse internet hızım mobil uzerinden test uyguladıgımızda civarı bilgisayar uzerinden test indirme islemi yaptıgımızda civarı hız alıyorum konuyu sikayet ettim teknik ekip saat icerisinde iletisim saglayacaklarını soyledi saat oldu gelen giden yok magdurum hakkımı arayacagım duyum aldım mbps internet paketinden verilen hız mbps geriye kalan kullanamadıgım mbps internet paketini yeni musterilere sozlesmesini yenileyen musterilere satıs islemi gerceklestiriyorlarmıs durumu ele alarak sorunum cozulmezse haklarında suc duyurusunda bulunacagım|diğer
evde gundur internet yok duzce merkezde oturuyorum toros daglarında kimsenin yasamadıgı bir yerde gibiyim musteri hizmetlerini arıyorum aradıgımda teknik servis geliyor diyorlar gunde gelemedi arkadaslar bir yoldan geliyorlarsa superonline maalesef fiber hız yok|network
superonline ev interneti sikayetim var aylardır cozum bulmuyorlar aradıgım musteri hizmetleri surekli aynı seyleri tekrarlıyor cozum yok hizmet yok hizmet alamıyorum parasını ay duzenli oduyorum icraat sıfır aradıgımda bir temsilci cıkıyor aynı seyleri tekrarlıyor|çağrı merkezi yetkinlik
tl odedigim superbox gb tak calıstır paketim sekilde internet cekmiyor musteri hizmetleri yardımcı olmuyor tuketici haklarına basvuracagım taahhutlu urunumle internete baglanamadıgım halde fatura oduyorum sorunuma cozum uretmiyorlar|fatura
evime baglatmıs oldugum superonline internetimi aydır kullanamıyorum bununla defalarca musteri hizmetleri gorustum gorusmelerde turk telekom altyapısı kullanıldıgı turk telekom arıza ekibi yonlendiriliyor bina girisindeki baglantıya bakılıp sms sıkıntı olmadıgına bilgi geliyor evimin icindeki baglantıyı kendimiz kontrol ettirdik bir sıkıntı olmadıgını gorduk sonraki surecte arıza kaydı olusturmaya devam ettik aynı sekilde baglantı sorun olmadıgını belirten sms cevap aldık daire icindeki baglantının modemin arızalı olup olmadıgını kontrol etmek ucretli superonline teknik servisi yonlendirebileceklerini soylediler kabul etmedik bosuna fatura oduyoruz bir teknik servise para vermek istemedik fatura ucret iadesi istedigimizde arıza kaydı olusturulan ayların baz alınacagı soylendi aydır kullanamıyoruz abonelik iptali istedik taahhut bedeli istendi sorunumuz cozulmedi ekstra para talep edildi defalarca superonline buyuk bir kurulusun sure internet kullanıldıgını sure kullanılmadıgını gorebilecek buyuk detaylı bir sisteme sahip olması gerekir incelenmesi gerekir fatura tutarları iade edilmelidir turkcell superonline pismanlıktır bulasmamak gerek|fatura
superonlinedan mbps interneti evime baglattım oyun bir indirirken mbps ustunde indirme hızında indirmesi gerekiyor surekli degisiyor mbps arası gidip geliyor nadir mbpsi goruyor yeni baglattım kapatacagım|network
yıl olmus gundur evimizdeki internet cozulmedi size yuksek fatura oduyoruz madem hizmet veremiyorsanız musteri hizmetleri aynı tekrarlamaktan bir sor cozdugu bir yok evimizde cocuklar dersleri var kardesim kucuk bir turkcell siniz soyleyin bizde basımızın caresini bakalım paramızın cope gitmesin turkcell superonline|fatura
agustos bitecek internet aboneligim turkcellin mesaj attıgı taahhut yenilemeyi mayıs ayında kabul ettim aylık ucret fazlaydı agustos ayı baslatmaları gereken taahhut yenilemeyi mayıs ayında baslatıp zarara ugrattılar musteri temsilcileri gorustugumde hemen baslat secenegini sectigim oldugunu iletti birincisi pahalı olan bir secenegi hemen baslatayım ikincisi superonline hemen baslatayım soruyor devam eden bitmesine aylar olan bir abonelik hemen baslatma seceneginin olmasının anlamı nedir taahhut suresi bitince baslatması gerekir oradaki hemeni taahhudu yenilemek istiyoruz olarak anlıyoruz superonline bir zararı tanzim edecegini dusunmuyorum abonelerin dikkatli olması yazıyorum|diğer
aylık tl verdigim superbox hızında internet verecegini vaat etmesine aylardır aldıgım hız max mbps oluyor speedteste girerken zar zor giriyor dakikalar serveri bulabiliyor hız mbps oluyor ping inanılmaz seviyelerde sanırsın yılındayız bulundugum bolgede sorunu ustelik telefonda mbps alıyorum superboxa gelince bir an sorunun cozumunu talep ediyorum|network
tarihinde bakım adı altında gelip ekstra bir aparat taktılar ancak interneti vermeden gittiler akabinde kayıt olusturdum te duzeltme teknik ekipleri geldiler sorun giderilmedigi halde giderildi bilgisi verilerek gittiler te gece tekrar kayıt acmamıza hala bir gelen arayan var bugun surekli aramama surekli bir erteleme klasik aynı cevaplar alıyorum ortada sonuc yok saattir internetim cocuklarımın yetistirmesi gereken grafik tas vb online odevleri mevcut yapamıyorlar magduruz hesabını verecek|diğer
merhaba superonline fiber baglantım mayıs civarından kesik arıza kaydı olusturdum ertesi gun gelinecegi dakika haber edilecegi belirtildi gelen giden olmadı erken saate gelme ihtimallerine ise gitmedim an yuzunuzden isimden bir gunumu aksattım bosu bosuna kesin olarak sorunum cozulsun cıkmadıgım evimde internet baglantım yok pazar gunu gelecek misiniz|network
internet cekme problemi surekli kopmalar yasıyorum modemim ip dusuyor senedir superonline musterisiyim problemlerim bir turlu cozume ulasmadı ay sakır sakır gununden fatura paralarını almayı biliyorsunuz verilen hizmet sıfır kurumsal firmaya yakıstıramıyorum yazıklar olsun odedigim paraları helal etmiyorum insanlarla dalga geciyorsunuz|fatura
superbox hizmetinden yararlanmak istedim pisman oldum cidden kötü olamaz telefon normal derecede performans saglarken superbox kötü bir tercih olabilir ping karsılasmam sizce normal gercekten konu iletisime gecilmesini talep ediyorum|network
internet baglatalı gun oldu internet yok musteri hizmetlerini aradıgımda saatte sorunun giderilecegi soyleniyor saat geldiginde gelmeyen internetim saat sonrasında cozulecegi soyleniyor surec gundur devam etmekte yeni baslattıgım iptal surecine gitmek istedigimde ucret abartılı bir rakam oluyor olayı sehrin merkezinde yasıyorum|diğer
turkcell superonline yasal olmayan bir sekilde yeniden hızlandırma bedeli tahsil etmistir bedelin yasal olmadıgını biliyorum ucretin iptal edilmesini talep aksi halde hakkım olarak tuketici hakem heyetine basvurmak zorunda kalacagım|network
turkcell superonline ev internetim turkcelle gectigimden gun arayla baglantı yavaslık problemi yasamaktayım gun olmakta ekip geliyor guncelleme yapılıyor son yaklasık gun gelen ekip modemi degistirdi bugun aynı sorunlarla bas etmeye calısıyorum an baglantı hızım mbps gorunmekte google saniyede acılıyor youtubecoma girmek hayal yıl olmus disketlerden girdigimiz internet yıl onceki internet seviyesinde bir internete sahip olmak sans gerektirir dusunuyorum teknik ekibe kayıt olusturuldu kalıcı cozum bulunamıyor gunde bir turkcelli aramak zorunda mıyım|diğer
superonline aboneligi almak kullanmak pismanlıktır resmen haftadır internet hızımın mbps arasında olması gerekirken mbps almaktayım alamamaktayım nimet mbps oluyor musteri temsilcisi surekli olarak ucretli ekip yolluyor modem ac kapa yapıp test edip gidiyorlar sorunum olarak bu modem ac kapa yapınca duzeliyor dakika icerisinde tekrardan mbpsye dusuyor verdigim ayda vermek zorunda oldugum fatura tutarım tl alt komsum tl oduyor sabit mbps tdan almakta vermis oldugunuz mbps skoru fatura edin kullanmadıgım abonelik parası olan superonline aboneliginden fesihte bulunmak istiyorum tuketici hakem heyetine basvuruda bulundum alta eklemis oldugum internet hız testi mevcuttur tarih saate bakılmasını dikkat edilmesini istiyorum wifi kablolu girisinden ekran goruntusu alınmıstır|fatura
saattir koskoca superonline baskent bir sehirde internetimin kesik oldugu hakkında bir bilgiye sahip hala sorun cozulmus degil meslegim geregi cihazlarımı kullanamadıgım gibi evimin guvenlik acıgı konforumuza konfor katacagına rezil gunler yasatan turkcell superonlinea tesekkurler bir yetkili arayıp bilgi veremedigi gibi mesaj atıp ciddiye almayan bir sistemin pesinden kosmaktan yoruldum|network
yaklasık iki hafta turkcell superonline abonesi oldum mb hızının evde idare edecegi soylendi iki haftada musteri hizmetleri gorustum musteri hizmetlerine baglanmak zor vazgecmek istedim tl ceza odemem gerektigi soylendi arastırın|çağrı merkezi yetkinlik
numaralı aboneniziz oglumuz playstation oynadıgı mbps hız internet baglatmıs bulunmaktayız kablolu baglantılı cihaz hız testi yaptıgımızda olcum sonrası hayretlere dusmekteyiz test sonucları neticesinde mbps sonuc aldıgımız oldu ortalama mbps olcum almaktayız musteri hizmetlerini arıyoruz guncelleme yaptıklarını sinyalin duzgun oldugunu belirtmelerine sonuc degismemekte hız dusuk olunca baglantılarda bir hayli kopmalar meydana geliyor cocugum durumdan sorun yasamaktan bunalmıs durumdayız dusuk gbli oyun gunde indiriliyor sorunumu lutfen cozume kavusturun saygılarımla|diğer
superonline internetim yaklasık haftadır ping kullanılamaz durumda defalarca musteri hizmetleri gorusmeme sorun bir arıza olarak kabul gorup dikkate alınmadı arasında anlık olarak degisen ping degeri internetin download upload degerleri normal gozukse kullanmıs oldugum uygulama oyunlarda baglantı kopuyor sunucudan dusuyorum taahhudu yenileyeli ay olmamısken problemi yasıyorum interneti kullanamaz durumdayım|uygulama
binamıza gelen turkcell superonline ekibi calısan sorun olmayan fiber kablomu ayrı kablo var sebepsiz yere penseyle keserek islevsiz olan kabloyu baglayarak haber vermeden gitmis aksam ustu olan durumu musteri hizmetlerine anlattıgımda sorun oldugunu ekiplerin gelip bakması gerektigini bildirdiler yapmıs oldugum arastırmayla apartman boslugundaki kablomun penseyle kesildigini gordum site yonetimiyle konustugumda superonline ekiplerinin binamıza gelip kablo gizleme islemi yaptıgını ogrendim daireme giren adet fiber kablo var bosta durup dururken calısan baglantımı kesip islevsiz kabloyu bagladıklarına anlam veremedim durum gun boyunca yuksek hızlı internet baglantımın aksamasına yapılan islemin yanlıslık adete bir sabotaj yapıldıgı kanısına dusmeme sebep olmaktadır gerekli sikayetlerimi kanuni digital platformlardan aktarmaya devam edecegim magduriyetimin maddi manevi giderilmesini talep ediyorum|network
